name,brand,opening_hours,lat,lon,city,state,customer_id,segment,geofence_radius_m,warehouse_code
Walmart,Walmart,,20.6293167,-87.0762127,Playa del Carmen,Quintana Roo,0260065888,silver,150,CEDI-01
Walmart,Walmart,Mo-Su 08:30-20:00,18.1398778,-94.4716734,Coatzacoalcos,Veracruz,0658553090,bronze,150,CEDI-09
Walmart Express,Walmart,Mo-Su 07:00-00:00,19.3581589,-99.1519554,Coyoacan,Mexico City,0320672867,silver,150,CEDI-10
Walmart,Walmart,,25.4246006,-100.9803516,Saltillo,Coahuila,0362624956,bronze,150,CEDI-02
Walmart,Walmart,,25.7224207,-100.2206661,Guadalupe,Nuevo Leon,0059921889,silver,150,CEDI-02
Walmart,Walmart,Mo-Su 07:00-22:00,19.0449581,-98.2369646,Puebla,Puebla,0675904811,silver,150,CEDI-10
Walmart,Walmart,,19.05795,-98.2239308,Puebla,Puebla,0398084645,bronze,150,CEDI-10
Walmart Express,Walmart,,21.9249095,-102.3172616,Pocitos,Aguascalientes,0922924529,bronze,150,CEDI-07
Walmart Miguel Alemán,Walmart,,25.6910492,-100.239978,Guadalupe,Nuevo Leon,0640542601,silver,150,CEDI-02
Walmart Express,Walmart,,19.3838955,-99.1771782,Colonia del Valle,Mexico City,0115631653,bronze,150,CEDI-10
Walmart,Walmart,,25.615883,-100.2742737,Guadalupe,Nuevo Leon,0416673433,gold,150,CEDI-02
Walmart Supercenter,Walmart,,20.2965952,-103.2444493,Ajijic,Jalisco,0623093492,bronze,150,CEDI-11
Walmart,Walmart,,20.6645714,-103.3483555,Guadalajara,Jalisco,0659436532,bronze,150,CEDI-11
Walmart Supercenter,Walmart,,19.4435046,-99.1531236,Cuauhtemoc,Mexico City,0621308047,bronze,150,CEDI-10
Walmart,Walmart,,19.5418447,-96.9073705,Xalapa de Enriquez,Veracruz,0451281671,bronze,150,CEDI-03
Walmart,Walmart,,19.1565412,-96.1123401,Veracruz,Veracruz,0250780727,gold,150,CEDI-03
Walmart Express,Walmart,,20.6425974,-103.4145573,Guadalajara,Jalisco,0766968864,silver,150,CEDI-11
Walmart,Walmart,,25.7307317,-100.369774,San Nicolas de los Garza,Nuevo Leon,0974692064,silver,150,CEDI-02
Walmart Supercenter,Walmart,,25.6731942,-100.2024322,Jardines de la Silla (Jardines),Nuevo Leon,0157918628,silver,150,CEDI-02
Walmart,Walmart,,25.766053,-100.3172532,San Nicolas de los Garza,Nuevo Leon,0624750065,bronze,150,CEDI-02
Walmart,Walmart,,19.4253702,-99.0289726,Colonia Gustavo Baz Prada,Mexico,0944565944,bronze,150,CEDI-10
Walmart,Walmart,,28.6344662,-106.119385,Chihuahua,Chihuahua,0575803184,silver,150,CEDI-08
Walmart Supercenter,Walmart,,19.2573498,-103.7205064,Colima,Colima,0229165132,bronze,150,CEDI-11
Walmart,Walmart,,27.5167106,-109.9285698,Ciudad Obregon,Sonora,0668809637,silver,150,CEDI-06
Walmart Supercenter,Walmart,,19.530975,-99.1562374,Tlalnepantla,Mexico,0726993440,silver,150,CEDI-10
Walmart Supercenter,Walmart,,19.30805,-99.0596829,Iztapalapa,Mexico City,0511018543,gold,150,CEDI-10
Walmart,Walmart,,20.6487559,-103.3100069,Tlaquepaque,Jalisco,0911813196,bronze,150,CEDI-11
Walmart Express,Walmart,,19.4348713,-99.1858689,Miguel Hidalgo,Mexico City,0944766092,bronze,150,CEDI-10
Walmart Express,Walmart,,19.4339538,-99.1900816,Miguel Hidalgo,Mexico City,0011334692,silver,150,CEDI-10
Walmart,Walmart,,20.6666951,-103.4098868,Guadalajara,Jalisco,0495080397,silver,150,CEDI-11
Walmart,Walmart,,22.1384368,-100.9348495,Soledad de Graciano Sanchez,San Luis Potosi,0266869241,silver,150,CEDI-07
Walmart Supercenter,Walmart,,22.1533514,-100.9547926,San Luis Potosi,San Luis Potosi,0877996132,bronze,150,CEDI-07
Walmart,Walmart,,22.7621373,-102.5509176,Zacatecas,Zacatecas,0702842987,silver,150,CEDI-05
Walmart,Walmart,,21.161556,-101.6908499,Leon,Guanajuato,0441490962,bronze,150,CEDI-07
Walmart,Walmart,,22.2303439,-97.8677321,Tampico,Tamaulipas,0821619610,bronze,150,CEDI-13
Walmart,Walmart,,22.297356,-97.879949,Tampico,Tamaulipas,0946132811,silver,150,CEDI-13
Walmart,Walmart,,19.5089047,-96.8818018,Colonia Santa Barbara,Veracruz,0512214167,silver,150,CEDI-03
Walmart,Walmart,,20.5341685,-100.7968926,Celaya,Guanajuato,0037328488,gold,150,CEDI-07
Walmart Supercenter,Walmart,,19.4055036,-99.2737331,Naucalpan de Juarez,Mexico,0885569095,bronze,150,CEDI-10
Walmart Río Sonora,Walmart,,29.06765,-110.9684122,Hermosillo,Sonora,0843793822,silver,150,CEDI-06
Walmart Supercenter,Walmart,,19.2385462,-103.7155281,Colima,Colima,0672671771,bronze,150,CEDI-11
Walmart,Walmart,,20.6838255,-101.3666549,Irapuato,Guanajuato,0137413507,silver,150,CEDI-07
Walmart Culiacán,Walmart,,24.814762,-107.4092124,Culiacan,Sinaloa,0734912957,silver,150,CEDI-12
Walmart,Walmart,,24.1187653,-110.3431298,La Paz,Baja California Sur,0739730064,bronze,150,CEDI-12
Walmart,Walmart,,24.0558713,-104.6113973,Victoria de Durango,Durango,0800442391,gold,150,CEDI-05
Walmart,Walmart,,23.752387,-99.1564482,Ciudad Victoria,Tamaulipas,0962884499,silver,150,CEDI-02
Walmart,Walmart,,24.004552,-104.6522798,Victoria de Durango,Durango,0035220755,gold,150,CEDI-05
Walmart,Walmart,,26.9090107,-101.4239765,Monclova,Coahuila,0074450037,silver,150,CEDI-02
Walmart,Walmart,,17.9893055,-92.969053,Brisas del Carrizal,Tabasco,0653978747,bronze,150,CEDI-09
Walmart,Walmart,,18.0014765,-92.9247884,Villahermosa,Tabasco,0159240047,bronze,150,CEDI-09
Walmart Supercenter,Walmart,,19.8525832,-90.5285964,Campeche,Campeche,0926753320,bronze,150,CEDI-01
Walmart,Walmart,,28.4023967,-106.8380768,Cuauhtemoc,Chihuahua,0951170648,silver,150,CEDI-08
Walmart,Walmart,,22.2711544,-97.871594,Tampico,Tamaulipas,0439930953,silver,150,CEDI-13
Walmart,Walmart,,22.2529348,-97.8531038,Tampico,Tamaulipas,0768525253,bronze,150,CEDI-13
Walmart 68,Walmart,,24.7791424,-107.3948419,Culiacan,Sinaloa,0310495728,silver,150,CEDI-12
Walmart Supercenter,Walmart,Mo-Su 07:00-22:00,19.2703357,-99.6060272,Metepec,Morelos,0299012100,silver,150,CEDI-10
Walmart,Walmart,,19.2810178,-99.6393299,Toluca,Mexico,0756551579,silver,150,CEDI-10
Walmart Express,Walmart,,19.2958725,-99.1552255,Tlalpan,Mexico City,0271337814,gold,150,CEDI-10
Walmart,Walmart,,19.4293047,-98.9103576,Santa Martha,Mexico,0466843319,bronze,150,CEDI-10
Walmart,Walmart,,26.9335338,-105.6509215,Hidalgo del Parral,Chihuahua,0215279004,silver,150,CEDI-08
Walmart,Walmart,,23.0538894,-109.7022061,San Jose del Cabo,Baja California Sur,0149729052,silver,150,CEDI-12
Walmart,Walmart,,23.2443948,-106.4237179,Mazatlan,Sinaloa,0671702484,bronze,150,CEDI-05
Walmart Supercenter,Walmart,,20.6565959,-105.2381214,Puerto Vallarta,Jalisco,0693837433,silver,150,CEDI-11
Walmart,Walmart,,31.7046706,-106.418527,Ciudad Juarez,Chihuahua,0265927907,gold,150,CEDI-08
Walmart,Walmart,,31.7353352,-106.4424723,Ciudad Juarez,Chihuahua,0003859156,silver,150,CEDI-08
Walmart Supercenter,Walmart,,17.9784896,-102.2126162,Ciudad Lazaro Cardenas,Michoacan,0652339418,silver,150,CEDI-11
Walmart,Walmart,,21.4915278,-104.8816495,Tepic,Nayarit,0521310766,silver,150,CEDI-11
Walmart Supercenter,Walmart,,32.6225783,-115.4556588,Mexicali,Baja California,0908118466,bronze,150,CEDI-04
Walmart,Walmart,,25.5813536,-108.4738193,Guasave,Sinaloa,0850630153,bronze,150,CEDI-12
Walmart Supercenter,Walmart,Mo-Su 07:00-23:00,19.6795539,-101.2202865,Morelos,Michoacan,0425505503,silver,150,CEDI-07
Walmart,Walmart,,20.7139039,-103.3753114,Zapopan,Jalisco,0820608710,silver,150,CEDI-11
Walmart,Walmart,,23.6577257,-100.6385302,Matehuala,San Luis Potosi,0903411316,silver,150,CEDI-02
Walmart Supercenter,Walmart,,20.5742272,-100.4092503,Santiago de Queretaro,Queretaro,0206189089,bronze,150,CEDI-07
Walmart Express,Walmart,,19.5229028,-96.8919475,Lomas Verdes,Veracruz,0655007636,silver,150,CEDI-03
Walmart,Walmart,,19.3078085,-99.6343534,Toluca,Mexico,0667668111,bronze,150,CEDI-10
Walmart,Walmart,,19.2582445,-99.6226826,San Jorge Pueblo Nuevo,Mexico,0712011019,gold,150,CEDI-10
Walmart Supercenter,Walmart,07:00-23:00,20.9970657,-89.6742824,Caucel,Yucatan,0839644833,silver,150,CEDI-01
Walmart Express,Walmart,,20.6918062,-100.4448061,El Salitre,Queretaro,0123040112,bronze,150,CEDI-07
Walmart,Walmart,,20.6760508,-100.4328571,El Salitre,Queretaro,0269513246,silver,150,CEDI-07
Walmart Express,Walmart,,19.2823096,-99.1732472,Tlalpan,Mexico City,0661133766,bronze,150,CEDI-10
Walmart,Walmart,,19.2656105,-99.170326,Tlalpan,Mexico City,0847534861,bronze,150,CEDI-10
Walmart,Walmart,Mo-Su 08:00-21:00,18.9559917,-99.2378287,Fraccionamiento Lomas de Ahuatlan,Morelos,0020672662,silver,150,CEDI-10
Walmart Supercenter,Walmart,Mo-Su 07:00-10:00,19.4175609,-99.1057521,Iztacalco,Mexico City,0101382538,bronze,150,CEDI-10
Walmart,Walmart,,28.1994923,-105.4650725,Ciudad Delicias,Chihuahua,0949446853,silver,150,CEDI-08
Walmart Express,Walmart,,19.3818449,-99.1626121,Colonia del Valle,Mexico City,0768777239,silver,150,CEDI-10
Walmart,Walmart,,18.9013826,-99.1747505,Jiutepec,Morelos,0878440083,silver,150,CEDI-10
Walmart,Walmart,,31.821466,-116.600555,Ensenada,Baja California,0486226794,silver,150,CEDI-04
Walmart,Walmart,,19.2806056,-103.7312912,Ciudad de Villa de Alvarez,Colima,0250997601,bronze,150,CEDI-11
Walmart,Walmart,,20.5389573,-100.4353881,El Pueblito,Queretaro,0022072913,bronze,150,CEDI-07
Walmart Supercenter,Walmart,,19.3842354,-99.080422,Iztacalco,Mexico City,0304580260,silver,150,CEDI-10
Walmart,Walmart,,19.2872293,-99.699357,San Jose Barbabosa,Mexico,0372599839,silver,150,CEDI-10
Walmart Supercenter,Walmart,,20.9946023,-89.6552849,Merida,Yucatan,0788914916,silver,150,CEDI-01
Walmart,Walmart,,25.6638941,-100.2420475,Guadalupe,Nuevo Leon,0899555409,bronze,150,CEDI-02
Walmart,Walmart,,19.5429377,-99.2137542,Tlalnepantla,Mexico,0160895218,silver,150,CEDI-10
Walmart,Walmart,Mo-Su 07:00-23:00,18.9025915,-96.9596757,San Jose de Abajo [Unidad Habitacional],Veracruz,0518827851,silver,150,CEDI-03
Walmart,Walmart,,31.6335624,-106.3934245,Socorro,Texas,0956293161,gold,150,CEDI-08
Walmart Express,Walmart,,19.3899251,-99.1756754,Colonia del Valle,Mexico City,0665104001,silver,150,CEDI-10
Walmart,Walmart,,32.4936538,-116.8519718,Terrazas del Valle,Baja California,0194939701,silver,150,CEDI-04
Walmart,Walmart,,20.6544551,-87.080986,Playa del Carmen,Quintana Roo,0064084058,gold,150,CEDI-01
Walmart Supercenter,Walmart,Mo-Su 7:00-22:00,21.0097091,-89.6219013,Merida,Yucatan,0084115641,bronze,150,CEDI-01
Walmart,Walmart,,19.6773898,-99.1482687,Tultepec,Mexico,0618806909,gold,150,CEDI-10
Walmart,Walmart,,32.4956784,-116.9347382,San Luis,Baja California,0526030246,gold,150,CEDI-04
Walmart,Walmart,,31.2892777,-110.94162,Nogales,Sonora,0307576550,silver,150,CEDI-06
Walmart Express,Walmart,,19.4350622,-99.2095777,Miguel Hidalgo,Mexico City,0447627222,bronze,150,CEDI-10
Walmart Express,Walmart,,20.6946251,-103.384171,Zapopan2,Jalisco,0372646016,bronze,150,CEDI-11
Walmart,Walmart,,18.5150213,-88.2812557,Chetumal,Quintana Roo,0722387564,bronze,150,CEDI-01
Walmart,Walmart,,22.9032144,-109.8991831,Cabo San Lucas,Baja California Sur,0478127004,gold,150,CEDI-12
Walmart Supercenter,Walmart,,19.4254216,-102.0380574,Uruapan,Michoacan,0175853150,bronze,150,CEDI-07
Walmart Supercenter,Walmart,,25.6753317,-100.4510267,Santa Catarina,Nuevo Leon,0185837998,silver,150,CEDI-02
Walmart,Walmart,,22.1655906,-100.9990293,San Luis Potosi,San Luis Potosi,0883628168,silver,150,CEDI-07
Walmart,Walmart,,25.6524327,-100.209608,Jardines de la Silla (Jardines),Nuevo Leon,0696812818,bronze,150,CEDI-02
Walmart Express,Walmart,,25.678906,-100.3641394,Garza Garcia,Nuevo Leon,0972222881,silver,150,CEDI-02
Walmart Supercenter,Walmart,,19.2948448,-99.1091815,Xochimilco,Mexico City,0335453115,gold,150,CEDI-10
Walmart,Walmart,,20.3537963,-102.056849,La Piedad Cavadas,Michoacan,0570065393,silver,150,CEDI-07
Walmart Supercenter,Walmart,,20.997731,-89.5759965,Merida,Yucatan,0693697445,silver,150,CEDI-01
Walmart SuperCenter Valle Real,Walmart,,20.7296914,-103.4506815,Nuevo Mexico,Jalisco,0928152001,silver,150,CEDI-11
Walmart Express,Walmart,,20.731029,-103.4331921,Nuevo Mexico,Jalisco,0435561744,silver,150,CEDI-11
Walmart,Walmart,,20.6571305,-103.4490454,Guadalajara,Jalisco,0780615655,silver,150,CEDI-11
Walmart Express,Walmart,,19.490273,-99.1340218,Colonia Lindavista,Mexico,0637196116,bronze,150,CEDI-10
Walmart Express,Walmart,,19.3930088,-99.1542427,Benito Juarez,Mexico City,0851017905,bronze,150,CEDI-10
Walmart Express,Walmart,,18.9352361,-99.2076141,Colonia los Cerritos,Morelos,0890846441,gold,150,CEDI-10
Walmart,Walmart,,25.6656145,-100.2805387,Guadalupe,Nuevo Leon,0405292411,gold,150,CEDI-02
Walmart,Walmart,,18.4680763,-97.4154745,Tehuacan,Puebla,0166412180,silver,150,CEDI-03
Walmart Supercenter,Walmart,,20.603543,-103.4005028,Paseo del Prado,Jalisco,0426430042,gold,150,CEDI-11
Walmart,Walmart,,21.8825958,-102.2580382,Aguascalientes,Aguascalientes,0226292938,silver,150,CEDI-07
Walmart Express,Walmart,,20.6931838,-103.4406003,Zapopan2,Jalisco,0184728002,silver,150,CEDI-11
Walmart,Walmart,,32.5283392,-117.1186835,Imperial Beach,California,0731860710,silver,150,CEDI-04
Walmart Supercenter,Walmart,,20.809964,-102.7778371,Tepatitlan de Morelos,Jalisco,0439206633,bronze,150,CEDI-11
Walmart,Walmart,,18.8366256,-99.2137051,Temixco,Morelos,0292636882,silver,150,CEDI-10
Walmart,Walmart,,19.6384616,-99.2233795,Cuautitlan Izcalli,Mexico,0471207622,bronze,150,CEDI-10
Walmart,Walmart,,27.4818168,-109.927085,Ciudad Obregon,Sonora,0782579202,silver,150,CEDI-06
Walmart,Walmart,,16.2315157,-95.208428,La Noria,Oaxaca,0029264109,gold,150,CEDI-09
Walmart,Walmart,,16.7532671,-93.1362163,Tuxtla Gutierrez,Chiapas,0049941535,gold,150,CEDI-09
Walmart Express,Walmart,,19.3392205,-99.1266005,Coyoacan,Mexico City,0101396988,silver,150,CEDI-10
Walmart Supercenter,Walmart,,19.3987618,-99.2889231,San Bartolome Coatepec,Mexico,0701369208,silver,150,CEDI-10
Walmart Express,Walmart,,19.3728901,-99.2789704,Col. Bosques de las Lomas,Mexico City,0953765312,gold,150,CEDI-10
Walmart Supercenter,Walmart,,19.5530701,-99.2905056,Ciudad Lopez Mateos,Mexico,0418083635,silver,150,CEDI-10
Walmart,Walmart,,25.7939408,-100.3272884,General Escobedo,Nuevo Leon,0776453666,gold,150,CEDI-02
Walmart,Walmart,,16.7505212,-93.0764066,Tuxtla Gutierrez,Chiapas,0193350327,silver,150,CEDI-09
Walmart Express,Walmart,,18.9368052,-99.2474479,Cuernavaca,Morelos,0576691703,gold,150,CEDI-10
Walmart,Walmart,Mo-Su 07:00-23:00,18.8625788,-97.0948134,Orizaba,Veracruz,0514763868,gold,150,CEDI-03
Walmart,Walmart,,28.6189818,-106.0290466,Chihuahua,Chihuahua,0959870400,bronze,150,CEDI-08
Walmart Supercenter,Walmart,Mo-Su 08:00-22:30,19.4195647,-99.0938092,Venustiano Carranza,Mexico City,0481787920,silver,150,CEDI-10
Walmart Supercenter,Walmart,,20.5875543,-103.4427492,La Tijera,Jalisco,0086908452,silver,150,CEDI-11
Walmart Express,Walmart,,19.3448608,-99.1351934,Coyoacan,Mexico City,0821405059,bronze,150,CEDI-10
Walmart Supercenter,Walmart,,32.3784659,-117.0589563,Rosarito,Baja California,0600632007,bronze,150,CEDI-04
Walmart,Walmart,,19.8246235,-90.5457555,Campeche,Campeche,0912383923,silver,150,CEDI-01
Walmart,Walmart,,19.2992241,-98.8859091,Ixtapaluca,Mexico,0426662431,silver,150,CEDI-10
Walmart,Walmart,,21.038754,-89.6043101,Merida,Yucatan,0689886443,bronze,150,CEDI-01
Walmart,Walmart,,25.7599588,-100.4054872,Mitras Poniente,Nuevo Leon,0168682741,bronze,150,CEDI-02
Walmart,Walmart,,32.4878693,-116.9455419,San Luis,Baja California,0948855846,bronze,150,CEDI-04
Walmart Supercenter,Walmart,,21.8598263,-102.2960654,Aguascalientes,Aguascalientes,0692242294,silver,150,CEDI-07
Walmart Supercenter,Walmart,Mo-Su 08:00-22:00,28.7274465,-106.1299761,Chihuahua,Chihuahua,0170262680,bronze,150,CEDI-08
Walmart Express,Walmart,Mo-Su 07:00-23:00,19.4152626,-99.1780745,Polanco,Mexico City,0977068711,gold,150,CEDI-10
Walmart,Walmart,,29.0983153,-110.9941515,Hermosillo,Sonora,0248000477,silver,150,CEDI-06
Walmart,Walmart,,19.6927456,-101.1488709,Puerto de Buenavista (Lazaro Cardenas),Michoacan,0217816395,bronze,150,CEDI-07
Walmart La Isla,Walmart,,24.8249887,-107.3702406,Culiacan,Sinaloa,0686387381,gold,150,CEDI-12
Walmart,Walmart,,19.6591248,-99.0184522,Santo Tomas Chiconautla,Mexico,0411762176,bronze,150,CEDI-10
Walmart,Walmart,,19.2994268,-98.9534528,San Miguel Xico Viejo,Mexico,0184603294,bronze,150,CEDI-10
Walmart,Walmart,,19.0770185,-98.2243385,Sanctorum,Puebla,0677388593,gold,150,CEDI-10
Walmart Express,Walmart,,19.033006,-98.2249872,Puebla,Puebla,0259570056,silver,150,CEDI-10
Walmart Express,Walmart,,18.9442032,-99.2278842,Cuernavaca,Morelos,0897401080,silver,150,CEDI-10
Walmart,Walmart,,29.1221182,-110.9492411,Hermosillo,Sonora,0238060021,silver,150,CEDI-06
Walmart,Walmart,,21.0984411,-101.6601165,Leon,Guanajuato,0846132085,gold,150,CEDI-07
Walmart Express,Walmart,,18.9562867,-99.2463575,Fraccionamiento Lomas de Ahuatlan,Morelos,0186645359,silver,150,CEDI-10
Walmart Supercenter,Walmart,,19.515425,-99.2310742,Vista Hermosa,Mexico,0697463118,silver,150,CEDI-10
Walmart,Walmart,,19.7899192,-99.0547159,Arbolada los Sauces,Mexico,0618856493,bronze,150,CEDI-10
Walmart,Walmart,,23.7405969,-99.1347435,Ciudad Victoria,Tamaulipas,0213882193,gold,150,CEDI-02
Walmart Supercenter,Walmart,,19.2613176,-98.878062,Chalco de Diaz Covarrubias,Mexico,0624361765,silver,150,CEDI-10
Walmart,Walmart,,22.277706,-97.8420689,Ciudad Madero,Tamaulipas,0729648266,bronze,150,CEDI-13
Walmart,Walmart,,28.697911,-106.139114,Chihuahua,Chihuahua,0961720220,gold,150,CEDI-08
Walmart Supercenter,Walmart,,28.6658722,-106.1307812,Chihuahua,Chihuahua,0370515405,silver,150,CEDI-08
Walmart Supercenter,Walmart,,32.4744702,-117.0004853,Tijuana,Baja California,0342595817,silver,150,CEDI-04
Walmart Colosio,Walmart,Mo-Su 07:00-23:00,29.0833106,-111.0214687,Hermosillo,Sonora,0539656035,bronze,150,CEDI-06
Walmart Supercenter,Walmart,,19.3445769,-99.1827557,Coyoacan,Mexico City,0790216910,gold,150,CEDI-10
Walmart Supercenter,Walmart,,17.5256642,-99.489861,Chilpancingo de los Bravos,Guerrero,0322466478,silver,150,CEDI-10
Walmart,Walmart,,16.7447666,-92.660117,San Antonio del Monte,Chiapas,0315050166,silver,150,CEDI-09
Walmart,Walmart,,21.1251674,-86.8754778,Alfredo V. Bonfil,Quintana Roo,0635872864,gold,150,CEDI-01
Walmart Express,Walmart,,19.0762595,-96.093022,Playa de la Libertad,Veracruz,0431967208,silver,150,CEDI-03
Walmart Express,Walmart,,19.4223365,-99.2055158,Polanco,Mexico City,0411203929,silver,150,CEDI-10
Walmart Express,Walmart,Mo-Su 07:00-23:00,19.3395759,-99.2188186,Magdalena Contreras,Mexico City,0354069720,bronze,150,CEDI-10
Walmart,Walmart,,16.844763,-99.847337,Acapulco de Juarez,Guerrero,0181297332,bronze,150,CEDI-10
Walmart Supercenter,Walmart,,20.559802,-100.4273835,El Pueblito,Queretaro,0862652251,bronze,150,CEDI-07
Walmart Supercenter,Walmart,,19.5160229,-99.2677855,Rincon Verde,Mexico,0031710119,bronze,150,CEDI-10
Walmart Supercenter,Walmart,Mo-Su 07:00-22:00,19.4092548,-99.075272,Iztacalco,Mexico City,0111562663,bronze,150,CEDI-10
Walmart,Walmart,,19.3238448,-98.2297135,Acxotla del Rio,Tlaxcala,0377564689,silver,150,CEDI-10
Walmart Supercenter,Walmart,,19.249667,-99.5897545,San Salvador Tizatlalli,Mexico,0604974557,silver,150,CEDI-10
Walmart,Walmart,,19.0172782,-98.2634913,Tlazcalancingo,Puebla,0968581690,bronze,150,CEDI-10
Walmart Supercenter,Walmart,,20.743896,-103.4095565,Zapopan2,Jalisco,0830094316,bronze,150,CEDI-11
Walmart Supercenter,Walmart,,25.7915827,-100.2476839,Fraccionamiento Cosmopolis Octavo Sector,Nuevo Leon,0797565644,silver,150,CEDI-02
Walmart Supercenter,Walmart,,19.3640196,-99.2886505,Cuajimalpa,Mexico City,0291217848,gold,150,CEDI-10
Walmart,Walmart,24/7,21.1543228,-86.8337325,Cancun,Quintana Roo,0172057896,silver,150,CEDI-01
Walmart,Walmart,,25.8058384,-108.990648,Los Mochis,Sinaloa,0701909743,gold,150,CEDI-12
Walmart Supercenter,Walmart,,20.5832283,-101.2246184,Salamanca,Guanajuato,0658892852,bronze,150,CEDI-07
Walmart,Walmart,,25.8594122,-97.5195236,Heroica Matamoros,Tamaulipas,0045517759,bronze,150,CEDI-02
Walmart Reforma Huinala,Walmart,,25.7236045,-100.1642325,Fraccionamiento Mision de San Javier,Nuevo Leon,0195529435,silver,150,CEDI-02
Walmart,Walmart,,20.6572342,-101.3432144,Irapuato,Guanajuato,0668914712,gold,150,CEDI-07
Walmart Supercenter,Walmart,,19.5159382,-98.8685193,Texcoco de Mora,Mexico,0044796334,silver,150,CEDI-10
Walmart,Walmart,,18.9328078,-99.2275323,Cuernavaca,Morelos,0657311287,silver,150,CEDI-10
Walmart,Walmart,,18.9343885,-99.1965867,Colonia los Cerritos,Morelos,0691620845,silver,150,CEDI-10
Walmart,Walmart,,14.8742921,-92.2833104,Cebadilla 1ra. Seccion,Chiapas,0746589118,gold,150,CEDI-09
Walmart,Walmart,,21.9662905,-98.9933711,Ciudad Valles,San Luis Potosi,0400604327,bronze,150,CEDI-13
Walmart Supercenter,Walmart,,21.3439694,-101.9458741,Lagos de Moreno,Jalisco,0330869448,silver,150,CEDI-07
Walmart,Walmart,,20.5686805,-97.437351,Villa de las Flores,Veracruz,0223185794,silver,150,CEDI-13
Walmart,Walmart,,20.9478096,-97.4334483,Alto Lucero,Veracruz,0738047450,gold,150,CEDI-13
Walmart Express,Walmart,Mo-Su 07:00-22:00,19.1817045,-99.5898311,San Andres Ocotlan,Morelos,0962583859,silver,150,CEDI-10
Walmart,Walmart,,19.2134364,-96.1921704,Rio Medio [Granja],Veracruz,0328627980,silver,150,CEDI-03
Walmart Express,Walmart,,20.6857445,-103.3956332,Guadalajara,Jalisco,0218177800,silver,150,CEDI-11
Walmart Supercenter,Walmart,,20.7444311,-103.3876492,Zapopan,Jalisco,0429289397,bronze,150,CEDI-11
Walmart,Walmart,,32.5957582,-115.3608351,Puebla,Baja California,0448591026,silver,150,CEDI-04
Walmart,Walmart,,20.0884977,-98.7191646,Colinas de Plata,Hidalgo,0177060408,bronze,150,CEDI-10
Walmart Supercenter,Walmart,Mo-Su 08:00-23:00,32.63368,-115.3850494,Islas Agrarias Grupo A,Baja California,0824520929,gold,150,CEDI-04
Walmart Express,Walmart,,20.7089804,-103.4110818,Zapopan2,Jalisco,0564190029,bronze,150,CEDI-11
Walmart,Walmart,,25.5765728,-103.4143499,Torreon,Coahuila,0472761032,silver,150,CEDI-05
Walmart fundidores Lopez mateos,Walmart,,25.733662,-100.2461405,San Nicolas de los Garza,Nuevo Leon,0131997375,silver,150,CEDI-02
Walmart,Walmart,"Mo-Su,PH 07:00-23:00",20.6703019,-87.064092,Playa del Carmen,Quintana Roo,0524206867,silver,150,CEDI-01
Walmart Supercenter,Walmart,,19.6771221,-103.4762453,Ciudad Guzman,Jalisco,0265373845,gold,150,CEDI-11
