name,brand,opening_hours,lat,lon,city,state,warehouse_id,customer_id,segment,geofence_radius_m
Walmart Culiacán,Walmart,,24.814762,-107.4092124,Culiacan,Sinaloa,CED002,0944905248,gold,150
Walmart,Walmart,,24.1187653,-110.3431298,La Paz,Baja California Sur,CED002,0599688922,silver,150
Walmart,Walmart,,24.0558713,-104.6113973,Victoria de Durango,Durango,CED002,0210114838,gold,150
Walmart,Walmart,,23.752387,-99.1564482,Ciudad Victoria,Tamaulipas,CED002,0612079874,gold,150
Walmart,Walmart,,24.004552,-104.6522798,Victoria de Durango,Durango,CED002,0457846576,silver,150
Walmart,Walmart,,26.9090107,-101.4239765,Monclova,Coahuila,CED002,0178470753,silver,150
Walmart Plaza Cristal,,,17.9792909,-92.9403552,Villahermosa,Tabasco,CED003,0302360986,bronze,150
Walmart,Walmart,,17.9893055,-92.969053,Brisas del Carrizal,Tabasco,CED003,0781442986,silver,150
Walmart,Walmart,,18.0014765,-92.9247884,Villahermosa,Tabasco,CED003,0097010779,bronze,150
Walmart Supercenter,Walmart,,19.8525832,-90.5285964,Campeche,Campeche,CED003,0839166411,silver,150
Walmart,Walmart,,28.4023967,-106.8380768,Cuauhtemoc,Chihuahua,CED002,0132139227,bronze,150
Walmart,Walmart,,22.2711544,-97.871594,Tampico,Tamaulipas,CED002,0181406217,bronze,150
Walmart,Walmart,,22.2529348,-97.8531038,Tampico,Tamaulipas,CED002,0519741364,silver,150
Walmart 68,Walmart,,24.7791424,-107.3948419,Culiacan,Sinaloa,CED002,0170106115,silver,150
Walmart Supercenter,Walmart,Mo-Su 07:00-22:00,19.2703357,-99.6060272,Metepec,Morelos,CED001,0751045841,bronze,150
Walmart,Walmart,,19.2810178,-99.6393299,Toluca,Mexico,CED001,0868598903,bronze,150
Walmart Express,Walmart,,19.2958725,-99.1552255,Tlalpan,Mexico City,CED001,0621576515,silver,150
Walmart,Walmart,,19.4293047,-98.9103576,Santa Martha,Mexico,CED001,0003749389,silver,150
Walmart Express Parques Polanco,,,19.4408131,-99.1837989,Miguel Hidalgo,Mexico City,CED001,0900550838,bronze,150
Walmart,Walmart,,26.9335338,-105.6509215,Hidalgo del Parral,Chihuahua,CED002,0025575906,bronze,150
Walmart,Walmart,,23.0538894,-109.7022061,San Jose del Cabo,Baja California Sur,CED002,0195865856,gold,150
Walmart,Walmart,,23.2443948,-106.4237179,Mazatlan,Sinaloa,CED002,0362455447,silver,150
Walmart Supercenter,Walmart,,20.6565959,-105.2381214,Puerto Vallarta,Jalisco,CED001,0939140376,bronze,150
Walmart,Walmart,,31.7046706,-106.418527,Ciudad Juarez,Chihuahua,CED002,0725272303,bronze,150
Walmart,Walmart,,31.7353352,-106.4424723,Ciudad Juarez,Chihuahua,CED002,0202411977,silver,150
Walmart,,,25.5076247,-103.3976943,Torreon,Coahuila,CED002,0607348716,silver,150
Walmart Supercenter,Walmart,,17.9784896,-102.2126162,Ciudad Lazaro Cardenas,Michoacan,CED001,0473021143,bronze,150
Walmart,Walmart,,21.4915278,-104.8816495,Tepic,Nayarit,CED001,0008722417,silver,150
Walmart Supercenter,Walmart,,32.6225783,-115.4556588,Mexicali,Baja California,CED002,0950467746,silver,150
Walmart,Walmart,,25.5813536,-108.4738193,Guasave,Sinaloa,CED002,0380601913,silver,150
Sortie du parking Walmart,,,19.4056477,-99.2723102,Naucalpan de Juarez,Mexico,CED001,0666378236,bronze,150
Walmart Supercenter,Walmart,Mo-Su 07:00-23:00,19.6795539,-101.2202865,Morelos,Michoacan,CED001,0768600782,bronze,150
Walmart,Walmart,,20.7139039,-103.3753114,Zapopan,Jalisco,CED001,0542345060,silver,150
Walmart,Walmart,,23.6577257,-100.6385302,Matehuala,San Luis Potosi,CED001,0456651445,silver,150
Walmart,,,19.605585,-99.1881001,Buenavista,Mexico,CED001,0901533179,gold,150
Walmart Poniente Queretaro,,,20.6278381,-100.4650063,Colinas de Santa Cruz Segunda Seccion,Queretaro,CED001,0482609386,bronze,150
Walmart Supercenter,Walmart,,20.5742272,-100.4092503,Santiago de Queretaro,Queretaro,CED001,0348212201,bronze,150
Walmart Express,Walmart,,19.5229028,-96.8919475,Lomas Verdes,Veracruz,CED001,0106911626,silver,150
Walmart,,,20.615813,-100.3989749,Santiago de Queretaro,Queretaro,CED001,0661999287,bronze,150
Walmart,Walmart,,19.3078085,-99.6343534,Toluca,Mexico,CED001,0282862487,silver,150
Walmart,Walmart,,19.2582445,-99.6226826,San Jorge Pueblo Nuevo,Mexico,CED001,0376599580,gold,150
Walmart Supercenter,Walmart,07:00-23:00,20.9970657,-89.6742824,Caucel,Yucatan,CED003,0265733874,bronze,150
Walmart Express,Walmart,,20.6918062,-100.4448061,El Salitre,Queretaro,CED001,0706139494,bronze,150
Walmart,Walmart,,20.6760508,-100.4328571,El Salitre,Queretaro,CED001,0125294706,bronze,150
Walmart Express,Walmart,,19.2823096,-99.1732472,Tlalpan,Mexico City,CED001,0982403166,bronze,150
Walmart,Walmart,,19.2656105,-99.170326,Tlalpan,Mexico City,CED001,0106185794,bronze,150
Walmart,Walmart,Mo-Su 08:00-21:00,18.9559917,-99.2378287,Fraccionamiento Lomas de Ahuatlan,Morelos,CED001,0663010234,bronze,150
Walmart Supercenter,Walmart,Mo-Su 07:00-10:00,19.4175609,-99.1057521,Iztacalco,Mexico City,CED001,0888721859,silver,150
Walmart,Walmart,,28.1994923,-105.4650725,Ciudad Delicias,Chihuahua,CED002,0019570068,silver,150
Walmart Express,Walmart,,19.3818449,-99.1626121,Colonia del Valle,Mexico City,CED001,0601503588,bronze,150
Sortie du parking Walmart,,,19.4055549,-99.2722868,Naucalpan de Juarez,Mexico,CED001,0775540665,silver,150
Entrée du parking Walmart,,,19.4048665,-99.2721423,Naucalpan de Juarez,Mexico,CED001,0553052567,bronze,150
Walmart,Walmart,,18.9013826,-99.1747505,Jiutepec,Morelos,CED001,0207371719,bronze,150
Walmart,Walmart,,31.821466,-116.600555,Ensenada,Baja California,CED002,0565107288,gold,150
Walmart,Walmart,,19.2806056,-103.7312912,Ciudad de Villa de Alvarez,Colima,CED001,0604335726,silver,150
Walmart,Walmart,,20.5389573,-100.4353881,El Pueblito,Queretaro,CED001,0237673349,silver,150
CEDIS Walmart,,,19.6038635,-99.215405,Cuautitlan Izcalli,Mexico,CED001,0524205127,gold,150
Walmart Supercenter,Walmart,,19.3842354,-99.080422,Iztacalco,Mexico City,CED001,0880301500,bronze,150
Walmart,Walmart,,19.2872293,-99.699357,San Jose Barbabosa,Mexico,CED001,0439390314,bronze,150
Walmart Supercenter,Walmart,,20.9946023,-89.6552849,Merida,Yucatan,CED003,0265978744,bronze,150
Walmart Sur,,,25.7855791,-109.0024024,Los Mochis,Sinaloa,CED002,0589767773,bronze,150
Walmart,Walmart,,25.6638941,-100.2420475,Guadalupe,Nuevo Leon,CED002,0658533142,silver,150
Walmart Express Oradores,,24/7,19.5196912,-99.2463367,Vista Hermosa,Mexico,CED001,0498166533,gold,150
Walmart,,,14.8752805,-92.2825507,Cebadilla 1ra. Seccion,Chiapas,CED003,0327429142,silver,150
Walmart Las Alamedas,,,19.5545531,-99.2441415,Ciudad Lopez Mateos,Mexico,CED001,0664975028,silver,150
Walmart Montejo,,,20.9861587,-89.6159531,Merida,Yucatan,CED003,0810723255,silver,150
Walmart,,,31.8682686,-116.6093657,Ensenada,Baja California,CED002,0669358336,silver,150
Walmart,Walmart,,19.5429377,-99.2137542,Tlalnepantla,Mexico,CED001,0845402152,bronze,150
Walmart,Walmart,Mo-Su 07:00-23:00,18.9025915,-96.9596757,San Jose de Abajo [Unidad Habitacional],Veracruz,CED001,0231672760,bronze,150
Walmart,Walmart,,31.6335624,-106.3934245,Socorro,Texas,Unknown,0108245867,silver,150
Centro de Distribución WalMart Monterrey,,,25.8804667,-100.2328838,Entronque Laredo-Salinas Victoria,Nuevo Leon,CED002,0692404177,gold,150
Walmart Express,Walmart,,19.3899251,-99.1756754,Colonia del Valle,Mexico City,CED001,0720115884,silver,150
Walmart,Walmart,,32.4936538,-116.8519718,Terrazas del Valle,Baja California,CED002,0098014726,silver,150
Walmart,Walmart,,20.6544551,-87.080986,Playa del Carmen,Quintana Roo,CED003,0326731203,silver,150
Walmart Supercenter,Walmart,Mo-Su 7:00-22:00,21.0097091,-89.6219013,Merida,Yucatan,CED003,0097280278,gold,150
Walmart Express,,,21.0138874,-89.6135785,Merida,Yucatan,CED003,0550514739,silver,150
Walmart,Walmart,,19.6773898,-99.1482687,Tultepec,Mexico,CED001,0146592305,silver,150
Walmart,,,25.6437389,-100.3617338,Garza Garcia,Nuevo Leon,CED002,0649264620,gold,150
Walmart,Walmart,,32.4956784,-116.9347382,San Luis,Baja California,CED002,0935133396,bronze,150
Walmart,Walmart,,31.2892777,-110.94162,Nogales,Sonora,CED002,0089852197,gold,150
Walmart Express,Walmart,,19.4350622,-99.2095777,Miguel Hidalgo,Mexico City,CED001,0963754475,bronze,150
Walmart Express,Walmart,,20.6946251,-103.384171,Zapopan2,Jalisco,CED001,0266359316,gold,150
Walmart,Walmart,,18.5150213,-88.2812557,Chetumal,Quintana Roo,CED003,0724558150,gold,150
Walmart,Walmart,,22.9032144,-109.8991831,Cabo San Lucas,Baja California Sur,CED002,0815546925,silver,150
Walmart Supercenter,Walmart,,19.4254216,-102.0380574,Uruapan,Michoacan,CED001,0030468822,silver,150
Walmart,,,19.0194569,-98.1986274,Puebla,Puebla,CED001,0240967066,silver,150
Walmart Supercenter,Walmart,,25.6753317,-100.4510267,Santa Catarina,Nuevo Leon,CED002,0104596523,silver,150
Walmart,Walmart,,22.1655906,-100.9990293,San Luis Potosi,San Luis Potosi,CED001,0335664112,gold,150
Walmart,Walmart,,25.6524327,-100.209608,Jardines de la Silla (Jardines),Nuevo Leon,CED002,0068246477,silver,150
Walmart Express,Walmart,,25.678906,-100.3641394,Garza Garcia,Nuevo Leon,CED002,0484908160,gold,150
Walmart Supercenter,Walmart,,19.2948448,-99.1091815,Xochimilco,Mexico City,CED001,0112169846,silver,150
Farmacia Walmart,,,19.3273804,-99.0830629,Iztapalapa,Mexico City,CED001,0839258746,bronze,150
Walmart,Walmart,,20.3537963,-102.056849,La Piedad Cavadas,Michoacan,CED001,0828386053,gold,150
Walmart Supercenter,Walmart,,20.997731,-89.5759965,Merida,Yucatan,CED003,0511920236,bronze,150
Walmart Supercenter,,,21.1100311,-101.6101012,Fraccionamiento Paraiso Real,Guanajuato,CED001,0230461161,silver,150
Walmart SuperCenter Valle Real,Walmart,,20.7296914,-103.4506815,Nuevo Mexico,Jalisco,CED001,0597672702,bronze,150
Walmart Express,Walmart,,20.731029,-103.4331921,Nuevo Mexico,Jalisco,CED001,0811530132,gold,150
Walmart,Walmart,,20.6571305,-103.4490454,Guadalajara,Jalisco,CED001,0608533436,silver,150
Walmart,,,19.3068004,-99.0596986,Iztapalapa,Mexico City,CED001,0858393271,silver,150
Walmart Express,Walmart,,19.490273,-99.1340218,Colonia Lindavista,Mexico,CED001,0396752255,gold,150
Walmart Express,Walmart,,19.3930088,-99.1542427,Benito Juarez,Mexico City,CED001,0044698866,silver,150
Walmart Express,Walmart,,18.9352361,-99.2076141,Colonia los Cerritos,Morelos,CED001,0742345481,silver,150
Walmart,Walmart,,25.6656145,-100.2805387,Guadalupe,Nuevo Leon,CED002,0436408476,silver,150
Walmart,Walmart,,18.4680763,-97.4154745,Tehuacan,Puebla,CED001,0321360878,bronze,150
Walmart Supercenter,Walmart,,20.603543,-103.4005028,Paseo del Prado,Jalisco,CED001,0482506525,bronze,150
Walmart,Walmart,,21.8825958,-102.2580382,Aguascalientes,Aguascalientes,CED001,0984716000,silver,150
Walmart Express,Walmart,,20.6931838,-103.4406003,Zapopan2,Jalisco,CED001,0043397660,gold,150
Walmart,Walmart,,32.5283392,-117.1186835,Imperial Beach,California,CED002,0212560428,gold,150
Walmart Supercenter,Walmart,,20.809964,-102.7778371,Tepatitlan de Morelos,Jalisco,CED001,0630569452,gold,150
Walmart,Walmart,,18.8366256,-99.2137051,Temixco,Morelos,CED001,0573508682,gold,150
Walmart,Walmart,,19.6384616,-99.2233795,Cuautitlan Izcalli,Mexico,CED001,0699396587,silver,150
Walmart,Walmart,,27.4818168,-109.927085,Ciudad Obregon,Sonora,CED002,0114815164,silver,150
Walmart,,,19.2853186,-99.5914091,Santa Maria Totoltepec,Mexico,CED001,0232848061,silver,150
Walmart,Walmart,,16.2315157,-95.208428,La Noria,Oaxaca,CED003,0941447242,silver,150
Walmart,Walmart,,16.7532671,-93.1362163,Tuxtla Gutierrez,Chiapas,CED003,0283275100,gold,150
Walmart Express,Walmart,,19.3392205,-99.1266005,Coyoacan,Mexico City,CED001,0384035729,gold,150
Walmart Supercenter,Walmart,,19.3987618,-99.2889231,San Bartolome Coatepec,Mexico,CED001,0578333677,bronze,150
Walmart Express,Walmart,,19.3728901,-99.2789704,Col. Bosques de las Lomas,Mexico City,CED001,0794695059,gold,150
Walmart Supercenter,Walmart,,19.5530701,-99.2905056,Ciudad Lopez Mateos,Mexico,CED001,0772360776,silver,150
Walmart,Walmart,,25.7939408,-100.3272884,General Escobedo,Nuevo Leon,CED002,0633350227,gold,150
Walmart,,,19.6693049,-101.1641144,Montana Monarca (Punta Altozano),Michoacan,CED001,0446695059,silver,150
Walmart,,,19.6893331,-99.2247403,Axotlan,Mexico,CED001,0841056945,silver,150
Walmart,Walmart,,16.7505212,-93.0764066,Tuxtla Gutierrez,Chiapas,CED003,0699404744,bronze,150
Walmart Express,Walmart,,18.9368052,-99.2474479,Cuernavaca,Morelos,CED001,0983653904,silver,150
Walmart,Walmart,Mo-Su 07:00-23:00,18.8625788,-97.0948134,Orizaba,Veracruz,CED001,0504411492,silver,150
Walmart,,,25.456902,-100.980962,Saltillo,Coahuila,CED002,0666171399,silver,150
Walmart,Walmart,,28.6189818,-106.0290466,Chihuahua,Chihuahua,CED002,0166467347,silver,150
Walmart Supercenter,Walmart,Mo-Su 08:00-22:30,19.4196954,-99.0940449,Venustiano Carranza,Mexico City,CED001,0618255440,bronze,150
Walmart Supercenter,Walmart,,20.5875543,-103.4427492,La Tijera,Jalisco,CED001,0478604889,silver,150
Walmart Express,Walmart,,19.3448608,-99.1351934,Coyoacan,Mexico City,CED001,0406076270,silver,150
Walmart Supercenter,Walmart,,32.3784659,-117.0589563,Rosarito,Baja California,CED002,0411895600,bronze,150
Walmart,Walmart,,19.8246235,-90.5457555,Campeche,Campeche,CED003,0614408075,bronze,150
Rampa de Ingreso Walmart,,,20.8099522,-102.7786698,Tepatitlan de Morelos,Jalisco,CED001,0965004480,bronze,150
Walmart,Walmart,,19.2992241,-98.8859091,Ixtapaluca,Mexico,CED001,0009714500,bronze,150
Estacionamiento Walmart,,,19.8524106,-90.52924,Campeche,Campeche,CED003,0565107224,silver,150
Walmart,Walmart,,21.038754,-89.6043101,Merida,Yucatan,CED003,0066685795,bronze,150
Walmart Paseo Real,,,25.7601867,-100.4053828,Mitras Poniente,Nuevo Leon,CED002,0885452068,silver,150
Walmart,Walmart,,25.7599588,-100.4054872,Mitras Poniente,Nuevo Leon,CED002,0801679167,bronze,150
Walmart,Walmart,,32.4878693,-116.9455419,San Luis,Baja California,CED002,0390248935,silver,150
Walmart La Mesa,,,32.4875523,-116.9457451,San Luis,Baja California,CED002,0521665803,silver,150
Walmart,Walmart,,19.5189913,-99.1168461,Colonia Lindavista,Mexico,CED001,0346872175,gold,150
Walmart Supercenter,Walmart,,21.8598263,-102.2960654,Aguascalientes,Aguascalientes,CED001,0972425228,silver,150
Walmart Supercenter,Walmart,Mo-Su 08:00-22:00,28.7274465,-106.1299761,Chihuahua,Chihuahua,CED002,0192415998,silver,150
Walmart Express,Walmart,Mo-Su 07:00-23:00,19.4152626,-99.1780745,Polanco,Mexico City,CED001,0208351320,silver,150
Walmart,Walmart,,29.0983153,-110.9941515,Hermosillo,Sonora,CED002,0915344046,gold,150
Walmart,Walmart,,19.6927456,-101.1488709,Puerto de Buenavista (Lazaro Cardenas),Michoacan,CED001,0918980325,gold,150
Walmart La Isla,Walmart,,24.8249887,-107.3702406,Culiacan,Sinaloa,CED002,0075434886,gold,150
Walmart,Walmart,,19.6591248,-99.0184522,Santo Tomas Chiconautla,Mexico,CED001,0411788311,silver,150
Walmart,Walmart,,19.2994268,-98.9534528,San Miguel Xico Viejo,Mexico,CED001,0170250926,silver,150
Walmart,Walmart,,19.0770185,-98.2243385,Sanctorum,Puebla,CED001,0688258718,silver,150
Walmart Express,Walmart,,19.033006,-98.2249872,Puebla,Puebla,CED001,0822336657,silver,150
Walmart Express,Walmart,,18.9442032,-99.2278842,Cuernavaca,Morelos,CED001,0152977841,gold,150
Walmart Sendero,,,25.768915,-100.2694215,San Nicolas de los Garza,Nuevo Leon,CED002,0982325964,gold,150
Walmart Linda Vista,,,25.6919106,-100.2406527,Guadalupe,Nuevo Leon,CED002,0507400270,gold,150
Walmart,Walmart,,29.1221182,-110.9492411,Hermosillo,Sonora,CED002,0072691469,bronze,150
Walmart,Walmart,,21.0984411,-101.6601165,Leon,Guanajuato,CED001,0699576704,gold,150
Walmart Express,Walmart,,18.9562867,-99.2463575,Fraccionamiento Lomas de Ahuatlan,Morelos,CED001,0180170738,silver,150
Walmart Supercenter,Walmart,,19.515425,-99.2310742,Vista Hermosa,Mexico,CED001,0111107418,silver,150
Walmart,Walmart,,19.3726598,-99.1763395,Colonia del Valle,Mexico City,CED001,0027132747,gold,150
Walmart,Walmart,,19.7899192,-99.0547159,Arbolada los Sauces,Mexico,CED001,0099268658,silver,150
Walmart,Walmart,,23.7405969,-99.1347435,Ciudad Victoria,Tamaulipas,CED002,0264668224,silver,150
Walmart Supercenter,Walmart,,19.2613176,-98.878062,Chalco de Diaz Covarrubias,Mexico,CED001,0019749484,bronze,150
Walmart,Walmart,,22.277706,-97.8420689,Ciudad Madero,Tamaulipas,CED002,0206107600,silver,150
Walmart,Walmart,,28.697911,-106.139114,Chihuahua,Chihuahua,CED002,0472076799,gold,150
Walmart Supercenter,Walmart,,28.6658722,-106.1307812,Chihuahua,Chihuahua,CED002,0923289223,silver,150
Walmart Supercenter,Walmart,,32.4744702,-117.0004853,Tijuana,Baja California,CED002,0581468966,silver,150
Walmart Colosio,Walmart,Mo-Su 07:00-23:00,29.0833106,-111.0214687,Hermosillo,Sonora,CED002,0278937465,silver,150
Walmart Supercenter,Walmart,,19.3445769,-99.1827557,Coyoacan,Mexico City,CED001,0181913921,bronze,150
Walmart Supercenter,Walmart,,17.5256642,-99.489861,Chilpancingo de los Bravos,Guerrero,CED003,0272951614,gold,150
Walmart,Walmart,,16.7447666,-92.660117,San Antonio del Monte,Chiapas,CED003,0526051947,bronze,150
Walmart,Walmart,,21.1251674,-86.8754778,Alfredo V. Bonfil,Quintana Roo,CED003,0239294987,bronze,150
Walmart Express,Walmart,,19.0762595,-96.093022,Playa de la Libertad,Veracruz,CED001,0464991747,silver,150
Walmart Express,Walmart,,19.4223365,-99.2055158,Polanco,Mexico City,CED001,0037055567,gold,150
Walmart Express,Walmart,Mo-Su 07:00-23:00,19.3395759,-99.2188186,Magdalena Contreras,Mexico City,CED001,0124427877,bronze,150
Walmart,Walmart,,16.844763,-99.847337,Acapulco de Juarez,Guerrero,CED003,0215751238,bronze,150
Walmart,Superama,,19.5066127,-99.25961,Ejido del Tejocote,Mexico,CED001,0686746238,silver,150
Walmart Supercenter,Walmart,,20.559802,-100.4273835,El Pueblito,Queretaro,CED001,0437312402,silver,150
Walmart Supercenter,Walmart,,19.5160229,-99.2677855,Rincon Verde,Mexico,CED001,0573706696,silver,150
Walmart Supercenter,Walmart,Mo-Su 07:00-22:00,19.4092548,-99.075272,Iztacalco,Mexico City,CED001,0948851542,bronze,150
Walmart,Walmart,,19.3238448,-98.2297135,Acxotla del Rio,Tlaxcala,CED001,0982540415,bronze,150
Walmart Supercenter,Walmart,,19.249667,-99.5897545,San Salvador Tizatlalli,Mexico,CED001,0233767551,gold,150
Walmart,Walmart,,19.0172782,-98.2634913,Tlazcalancingo,Puebla,CED001,0930979277,bronze,150
Walmart Supercenter,Walmart,,20.743896,-103.4095565,Zapopan2,Jalisco,CED001,0933298034,silver,150
Walmart Supercenter,Walmart,,25.7915827,-100.2476839,Fraccionamiento Cosmopolis Octavo Sector,Nuevo Leon,CED002,0922631627,bronze,150
Walmart,,,25.5074343,-103.3973905,Torreon,Coahuila,CED002,0659685603,bronze,150
Walmart Supercenter,Walmart,,19.3640196,-99.2886505,Cuajimalpa,Mexico City,CED001,0063181569,silver,150
Walmart,Walmart,,21.1543228,-86.8337325,Cancun,Quintana Roo,CED003,0383000628,silver,150
Walmart,Walmart,,25.8058384,-108.990648,Los Mochis,Sinaloa,CED002,0072052390,silver,150
Walmart Supercenter,Walmart,,20.5832283,-101.2246184,Salamanca,Guanajuato,CED001,0060302800,silver,150
